Text,Binary Language
persino le cancellazioni e gli altri vandalismi che una pagina subisce sono di norma visibili a tutti,1
tutti i punti di vista contestati espressi in un dato momento e successivamente cancellati rimangono consultabili e forniscono informazioni complementari sull argomento di cui è oggetto la voce e sul suo grado di controversia aggiungendovi inoltre la dimensione temporale,1
oltre all editor classico che utilizza un linguaggio di markup estremamente semplificato ad es,1
molto più semplice dell html il software mediawiki mette a disposizione anche un editor visuale chiamato visualeditor,1
nel gergo di wikipedia gli autori cioè quegli utenti che collaborano attivamente all inserimento dei contenuti sono chiamati wikipediani e formano un ampia e variegata comunità di pratica,1
l attività di wikipediano è riconosciuta come profilo professionale dall iwa international webmasters association,1
su wikipedia non vi sono distinzioni formali tra chi collabora al progetto le decisioni sono idealmente prese raggiungendo il consenso tra coloro che sono coinvolti,1
nel mese di giugno gli utenti attivi cioè quelli che avevano contribuito a wikipedia con almeno cinque interventi ciascuno erano oltre nell ambito delle tre edizioni maggiori ovvero quelle in lingua inglese tedesca e giapponese,1
il gruppo più attivo composto da quasi utenti di cui circa il lavorava nelle tre edizioni maggiori ha fornito contributi o più a testa nel corso del mese,1
secondo wikimedia un quarto del traffico di wikipedia proviene da utenti non registrati che difficilmente diventeranno collaboratori stabili,1
i lavori di manutenzione sono svolti da un gruppo di volontari che sono chiamati a seconda del ruolo sviluppatori steward check user oversight burocrati e amministratori nel complesso alcune migliaia di persone,1
gli amministratori sysop sono i più numerosi oltre quattromila al e sono loro attribuite alcune funzioni tecniche aggiuntive che servono ad impedire in caso di necessità la modifica di singole voci di cancellare e ripristinare le voci o di togliere in modo temporaneo o permanente ad alcuni utenti la facoltà di modificare wikipedia seguendo quanto stabilito dalle linee guida della comunità,1
non essendo gli amministratori dei moderatori il controllo e l eliminazione dei vandalismi sono a carico di tutta la comunità degli utenti,1
gli atti di vandalismo o le infrazioni più lievi alle linee guida possono comportare un avvertimento o un blocco temporaneo mentre i blocchi a lungo termine o permanenti in conseguenza di infrazioni prolungate e gravi sono in genere decisi dalla comunità o in alcune edizioni da un comitato arbitrale,1
l ex redattore capo di wikipedia larry sanger ha affermato che avere la licenza libera gfdl come garanzia di libertà è una forte motivazione a lavorare in un enciclopedia libera,1
in uno studio su wikipedia come comunità il docente di economia andrea ciffolilli sostenne che il basso costo di transazione nella partecipazione ad un software wiki crea un catalizzatore per lo sviluppo collaborativo e che un approccio alla costruzione creativa incoraggia la partecipazione,1
wikipedia è stata vista come un esperimento sociale di democrazia,1
il suo fondatore ha replicato che non è stata pensata come tale ma piuttosto ne è una conseguenza,1
in una pagina a proposito del fare ricerche con wikipedia i suoi autori spiegano che wikipedia è importante come comunità sociale agli autori di voci può venir chiesto di difendere o spiegare il loro operato e le discussioni sono immediatamente visibili,1
wikipedia possiede una comunità di utenti che sono in proporzione pochi ma molto attivi,1
william g emigh e susan c herring affermano che pochi utenti attivi quando agiscono in concerto con norme stabilite all interno di un sistema redazionale aperto possono raggiungere il controllo totale sul contenuto prodotto nel sistema cancellando letteralmente diversità controversie e inconsistenze e omogeneizzando le voci dei collaboratori i redattori di wikinfo un progetto derivato da wikipedia sostengono analogamente che i contributori nuovi o controversi di wikipedia sono spesso ingiustamente etichettati troll o utenti problematici e viene loro impedito di apportare modifiche,1
la comunità di wikipedia è stata anche criticata per il fatto di rispondere alle lamentele riguardo alla qualità di una voce consigliando a chi si lamenta di correggere la voce,1
wikipedia richiede ai propri collaboratori di osservare un punto di vista neutrale quando scrivono e di non inserire alcuna ricerca originale dal momento che un enciclopedia è una fonte terziaria,1
questa condotta se rigorosamente applicata mette al sicuro l enciclopedia da eventuali minacce legali per reati di diffamazione e al contempo le conferisce obiettività e affidabilità,1
il punto di vista neutrale di per sé una linea di condotta non negoziabile rende chiaro che l obiettivo dell enciclopedia è quello di presentare le dispute e descriverle piuttosto che impegnarsi per esse,1
qualora fosse completamente raggiunto wikipedia non si troverebbe ad essere scritta sulla base di un singolo punto di vista oggettivo ma a presentare in modo imparziale tutti gli aspetti di una questione attribuendoli in modo neutrale ai propri sostenitori,1
questa politica impone che ciascun punto di vista debba ricevere una trattazione adeguata al suo seguito,1
le opinioni e teorie inedite sono considerate ricerche originali e non sono pubblicabili in wikipedia dato che sono incompatibili con il concetto di enciclopedia che è un opera compilativa e non possono essere presentate secondo un punto di vista neutrale e con fonti indipendenti,1
i collaboratori di wikipedia mantengono in più una varietà di politiche e linee guida minori,1
al contrario di altri progetti basati su wiki come il portland pattern repository di ward cunningham considerato l inventore del wiki i wikipediani usano le cosiddette pagine di discussione per discutere le modifiche alle voci piuttosto che farlo all interno delle voci stesse,1
i collaboratori di wikipedia spesso modificano spostano e cancellano le voci che sono considerate inadatte a un enciclopedia come le definizioni da dizionario per cui esistono progetti appositi come il wikizionario o testi da fonti originali,1
le varie edizioni di wikipedia facenti capo a comunità distinte su base linguistica stabiliscono autonomamente le proprie convenzioni stilistiche,1
il contenuto di wikipedia viene distribuito in diverse modalità,1
a parte la distribuzione nella sua forma originale online attraverso i siti ufficiali o i molti mirror creati su altri server web anche le versioni stampate o pronte alla stampa di wikipedia hanno ottenuto popolarità,1
i cosiddetti wikireader pubblicazioni su carta con selezioni di voci sono stati lanciati dalla wikipedia tedesca nel tardo febbraio con il primo wikireader sulla svezia di thomas karcher,1
hanno fatto seguito altri wikireader preparati nel formato pdf o con le versioni stampate in preparazione per la vendita,1
l esempio tedesco è stato ripreso altrove per cui sono nati altri progetti wikireader ad opera degli utenti cinesi inglesi francesi e polacchi,1
wikipress ha messo in vendita un libro in brossura dell edizione comprensivo di un dvd,1
in seguito nel è stata aggiunta a wikipedia un estensione con la quale ogni utente può raccogliere più voci dell enciclopedia in libri che possono essere consultati offline e distribuiti come ebook gratuiti o anche essere stampati in volume grazie ad un servizio online a pagamento,1
sono disponibili anche cd e dvd di wikipedia,1
il progetto tedesco di wikipedia è stato il primo a distribuire una versione su questi supporti nel attualmente è giunto alla seconda edizione,1
a partire dal settembre anche l edizione in italiano di wikipedia è stata pubblicata in una versione in dvd diventando così la seconda ad essere distribuita su tale supporto,1
i contenuti di wikipedia sono consultabili anche tramite dispositivi mobili cellulari palmari smartphone ecc,1
esiste infatti una versione mobile del sito che consente di accedere alle voci di wikipedia presentandole in una veste grafica semplificata adatta per questo tipo di dispositivi,1
il servizio qrpedia consente di generare codici qr contenenti particolari link che permettono di accedere alla versione di wikipedia mobile di una data voce puntando automaticamente alla pagina nella stessa lingua del dispositivo in uso,1
sono disponibili inoltre applicazioni dedicate per i vari dispositivi mobili ad esempio wikipedia mobile per iphone e wikipedia mobile per android,1
l atteggiamento dell accademico medio verso il principale strumento di consultazione della nostra epoca e in particolare dei nostri studenti conferma conclusioni cui eravamo già arrivati,1
egli quasi sempre consulta wikipedia non per propria scelta ma perché i motori di ricerca lo dirigono automaticamente alle sue voci ma non prende in considerazione la possibilità di contribuirvi per tre motivi principali perché la ritiene di livello troppo basso nel proprio settore specialistico perché ritiene sé stesso troppo incompetente in qualsiasi altro settore e perché non ha tempo da perdere in lavori che non assicurano né compensi economici né titoli utili alla carriera la reputazione di wikipedia quale mezzo di consultazione è soggetta a discussioni di opposti orientamenti da una parte elogiata per la sua libera distribuzione libera compilazione e ampia gamma di argomenti trattati dall altra criticata per presunti pregiudizi sistemici secondo cui vengono privilegiate le voci di interesse dei singoli contributori indipendentemente dalla loro oggettiva importanza lacune su alcuni argomenti e mancanza di responsabilità e autorità in rapporto alle enciclopedie tradizionali,1
anche il concetto di enciclopedia di wikipedia è oggetto di dibattito a maggior ragione da quando essa ha incrementato la sua importanza,1
le critiche più frequenti riguardano una mancanza di affidabilità conoscenza e autorevolezza,1
la critica più forte riguarda l affidabilità in termini di contenuti fermo restando la natura work in progress dell opera ovvero la continua tendenza al miglioramento nel tempo in termini di completezza e affidabilità dei contenuti al riguardo uno studio della rivista nature del che ha messo a confronto la versione inglese di wikipedia con la famosa enciclopedia britannica ha evidenziato una differenza minima in termini di errori tra le due errori in media per ciascuna voce di wikipedia e per la britannica,1
addetti ai lavori del mondo cartaceo bibliotecari accademici redattori ed editori di enciclopedie classiche considerano invece wikipedia di scarsa o nulla utilità quale mezzo di consultazione,1
per contro altri ritengono wikipedia di qualità sufficiente in almeno alcune aree in questo sostenuti dal fatto che essa ha vinto un test comparativo proposto da c t rivista tedesca di informatica,1
molti degli elogi le sono attribuiti per il fatto di essere sia a contenuto libero sia aperta alle modifiche di chiunque,1
i redattori stessi di wikipedia sono stati piuttosto attivi nel valutare sia positivamente sia negativamente l enciclopedia,1
una forte critica nel viene da robert cailliau uno degli ideatori del web che ha affermato che wikipedia rappresenta proprio ciò che non volevamo che diventasse il web questo perché wikipedia concentra in un solo luogo un gran numero di informazioni invece nelle menti degli ideatori vi era una struttura a rete in cui la parte tecnica ma anche le informazioni fossero distribuite equamente sui suoi nodi in modo che se venisse a mancare uno di questi nodi non si formasse una voragine d informazione,1
di fatto wikipedia funziona molto efficacemente come un aggregatore di informazioni e notizie provenienti da numerose fonti primarie cartacee e web di fronte all enorme numero di informazioni disperse nel web cresciute con il web stesso stimolando allo stesso tempo la condivisione del sapere in rete e il senso di responsabilità,1
allo stesso tempo i difensori e fruitori ne esaltano la portabilità rispetto alle enciclopedie cartacee ovvero la disponibilità a portata di un click,1
per questo wikipedia è stata usata dai media da membri della comunità accademica e da altri come fonte informativa principale o secondaria,1
alcuni organi d informazione hanno citato le voci di wikipedia come fonte o le hanno segnalate tra le informazioni aggiuntive disponibili sul web in alcuni casi in modo reiterato,1
secondo gli elenchi tenuti dai contributori di wikipedia le sue voci sono state citate con maggiore frequenza nei media di contenuto informativo e più raramente anche in studi accademici libri conferenze e aule giudiziarie,1
ad esempio il sito del parlamento del canada cita la voce inglese di wikipedia sui matrimoni gay tra le letture consigliate riguardo al proprio progetto di legge c,1
alcuni utenti mantengono liste incomplete dei casi in cui wikipedia è stata citata come fonte,1
i critici sostengono che l accesso in scrittura a chiunque renda wikipedia un prodotto inaffidabile,1
wikipedia non contiene alcun processo formale e sistematico di revisione e dunque di controllo dei fatti gli stessi contributori potrebbero non essere esperti negli argomenti di cui scrivono,1
il bibliotecario e consulente per internet philip bradley dichiarò nel al britannico guardian di non avere intenzione di utilizzare wikipedia e di non essere a conoscenza di un solo bibliotecario che lo farebbe,1
il problema principale è la mancanza di autorevolezza,1
per le pubblicazioni stampate gli editori devono garantire che i loro dati siano attendibili in quanto il loro sostentamento dipende da ciò,1
ma con qualcosa come questo tutto ciò perde di significato,1
analogamente il direttore responsabile dell encyclopædia britannica ted pappas disse al guardian il presupposto di wikipedia è che il continuo miglioramento porterà alla perfezione,1
tale presupposto non è assolutamente dimostrato,1
nel discutere su wikipedia come fonte accademica danah boyd ricercatrice presso la school of information management and systems sims dell università della california a berkeley scrisse nel che wikipedia non sarà mai un enciclopedia ma conterrà una vasta conoscenza piuttosto valida per diversi scopi,1
alcuni articoli accademici sottoposti a revisione paritaria come quelli pubblicati sulla rivista scientifica science hanno riportato dei riferimenti a voci di wikipedia,1
l atteggiamento del mondo scientifico verso wikimedia come strumento di consultazione non è stato solo negativo,1
