Text,Binary Language
in typical usage water refers only to its liquid form or state but the substance also has a solid state ice and a gaseous state water vapor or steam,0
water covers of the earth s surface,0
on earth it is found mostly in oceans and other large bodies of water with of water below ground in aquifers and in the air as vapor clouds and precipitation,0
oceans hold of surface water glaciers and polar ice caps and other land surface water such as rivers lakes and ponds,0
additionally a minute amount of the earth s water is contained within biological bodies and manufactured products,0
an ocean is a major body of saline water and a principal component of the hydrosphere,0
approximately of the earth s surface an area of some million square kilometers is covered by ocean a continuous body of water that is customarily divided into several principal oceans and smaller seas,0
more than half of this area is over meters feet deep,0
average oceanic salinity is around parts per thousand ppt and nearly all seawater has a salinity in the range of to ppt,0
though generally recognized as several separate oceans these waters comprise one global interconnected body of salt water often referred to as the world ocean or global ocean,0
this concept of a global ocean as a continuous body of water with relatively free interchange among its parts is of fundamental importance to oceanography,0
the major oceanic divisions are defined in part by the continents various archipelagos and other criteria these divisions are in descending order of size the pacific ocean the atlantic ocean the indian ocean the southern ocean and the arctic ocean,0
smaller regions of the oceans are called seas gulfs bays and other names,0
there are also salt lakes which are smaller bodies of landlocked saltwater that are not interconnected with the world ocean,0
two notable examples of salt lakes are the aral sea and the great salt lake,0
a lake from latin word lacus is a terrain feature or physical feature a body of liquid on the surface of a world that is localized to the bottom of basin another type of landform or terrain feature that is it is not global and moves slowly if it moves at all,0
on earth a body of water is considered a lake when it is inland not part of the ocean is larger and deeper than a pond and is fed by a river,0
the only world other than earth known to harbor lakes is titan saturn s largest moon which has lakes of ethane most likely mixed with methane,0
it is not known if titan s lakes are fed by rivers though titan s surface is carved by numerous river beds,0
natural lakes on earth are generally found in mountainous areas rift zones and areas with ongoing or recent glaciation,0
other lakes are found in endorheic basins or along the courses of mature rivers,0
in some parts of the world there are many lakes because of chaotic drainage patterns left over from the last ice age,0
all lakes are temporary over geologic time scales as they will slowly fill in with sediments or spill out of the basin containing them,0
a pond is a body of standing water either natural or manmade that is usually smaller than a lake,0
a wide variety of manmade bodies of water are classified as ponds including water gardens designed for aesthetic ornamentation fish ponds designed for commercial fish breeding and solar ponds designed to store thermal energy,0
ponds and lakes are distinguished from streams via current speed,0
while currents in streams are easily observed ponds and lakes possess thermally driven microcurrents and moderate wind driven currents,0
these features distinguish a pond from many other aquatic terrain features such as stream pools and tide pools,0
a river is a natural watercourse usually freshwater flowing towards an ocean a lake a sea or another river,0
in a few cases a river simply flows into the ground or dries up completely before reaching another body of water,0
small rivers may also be called by several other names including stream creek brook rivulet and rill there is no general rule that defines what can be called a river,0
many names for small rivers are specific to geographic location one example is burn in scotland and northeast england,0
sometimes a river is said to be larger than a creek but this is not always the case due to vagueness in the language,0
a river is part of the hydrological cycle,0
water within a river is generally collected from precipitation through surface runoff groundwater recharge springs and the release of stored water in natural ice and snowpacks ie from glaciers,0
a stream is a flowing body of water with a current confined within a bed and stream banks,0
in the united states a stream is classified as a watercourse less than feet metres wide,0
streams are important as conduits in the water cycle instruments in groundwater recharge and they serve as corridors for fish and wildlife migration,0
the biological habitat in the immediate vicinity of a stream is called a riparian zone,0
given the status of the ongoing holocene extinction streams play an important corridor role in connecting fragmented habitats and thus in conserving biodiversity,0
the study of streams and waterways in general involves many branches of interdisciplinary natural science and engineering including hydrology fluvial geomorphology aquatic ecology fish biology riparian ecology and others,0
ecosystems are composed of a variety of biotic and abiotic components that function in an interrelated way,0
the structure and composition is determined by various environmental factors that are interrelated,0
variations of these factors will initiate dynamic modifications to the ecosystem,0
some of the more important components are soil atmosphere radiation from the sun water and living organisms,0
central to the ecosystem concept is the idea that living organisms interact with every other element in their local environment,0
eugene odum a founder of ecology stated any unit that includes all of the organisms ie the community in a given area interacting with the physical environment so that a flow of energy leads to clearly defined trophic structure biotic diversity and material cycles ie,0
exchange of materials between living and nonliving parts within the system is an ecosystem,0
within the ecosystem species are connected and dependent upon one another in the food chain and exchange energy and matter between themselves as well as with their environment,0
the human ecosystem concept is based on the humannature dichotomy and the idea that all species are ecologically dependent on each other as well as with the abiotic constituents of their biotope,0
a smaller unit of size is called a microecosystem,0
for example a microsystem can be a stone and all the life under it,0
a macroecosystem might involve a whole ecoregion with its drainage basin,0
wilderness is generally defined as areas that have not been significantly modified by human activity,0
wilderness areas can be found in preserves estates farms conservation preserves ranches national forests national parks and even in urban areas along rivers gulches or otherwise undeveloped areas,0
wilderness areas and protected parks are considered important for the survival of certain species ecological studies conservation and solitude,0
some nature writers believe wilderness areas are vital for the human spirit and creativity and some ecologists consider wilderness areas to be an integral part of the earth s selfsustaining natural ecosystem the biosphere,0
they may also preserve historic genetic traits and that they provide habitat for wild flora and fauna that may be difficult or impossible to recreate in zoos arboretums or laboratories,0
although there is no universal agreement on the definition of life scientists generally accept that the biological manifestation of life is characterized by organization metabolism growth adaptation response to stimuli and reproduction,0
life may also be said to be simply the characteristic state of organisms,0
properties common to terrestrial organisms plants animals fungi protists archaea and bacteria are that they are cellular carbonandwaterbased with complex organization having a metabolism a capacity to grow respond to stimuli and reproduce,0
an entity with these properties is generally considered life,0
however not every definition of life considers all of these properties to be essential,0
humanmade analogs of life may also be considered to be life,0
the biosphere is the part of earth s outer shellincluding land surface rocks water air and the atmospherewithin which life occurs and which biotic processes in turn alter or transform,0
from the broadest geophysiological point of view the biosphere is the global ecological system integrating all living beings and their relationships including their interaction with the elements of the lithosphere rocks hydrosphere water and atmosphere air,0
the entire earth contains over billion tons trillion pounds or about kilograms of biomass life which lives within various environments within the biosphere,0
over ninetenths of the total biomass on earth is plant life on which animal life depends very heavily for its existence,0
more than million species of plant and animal life have been identified to date and estimates of the actual number of existing species range from several million to well over million,0
the number of individual species of life is constantly in some degree of flux with new species appearing and others ceasing to exist on a continual basis,0
the total number of species is in rapid decline,0
the origin of life on earth is not well understood but it is known to have occurred at least billion years ago during the hadean or archean eons on a primordial earth that had a substantially different environment than is found at present,0
these life forms possessed the basic traits of selfreplication and inheritable traits,0
once life had appeared the process of evolution by natural selection resulted in the development of evermore diverse life forms,0
species that were unable to adapt to the changing environment and competition from other life forms became extinct,0
however the fossil record retains evidence of many of these older species,0
current fossil and dna evidence shows that all existing species can trace a continual ancestry back to the first primitive life forms,0
when basic forms of plant life developed the process of photosynthesis the sun s energy could be harvested to create conditions which allowed for more complex life forms,0
the resultant oxygen accumulated in the atmosphere and gave rise to the ozone layer,0
the incorporation of smaller cells within larger ones resulted in the development of yet more complex cells called eukaryotes,0
cells within colonies became increasingly specialized resulting in true multicellular organisms,0
with the ozone layer absorbing harmful ultraviolet radiation life colonized the surface of earth,0
the first form of life to develop on the earth were microbes and they remained the only form of life until about a billion years ago when multicellular organisms began to appear,0
microorganisms are singlecelled organisms that are generally microscopic and smaller than the human eye can see,0
they include bacteria fungi archaea and protista,0
these life forms are found in almost every location on the earth where there is liquid water including in the earth s interior,0
their reproduction is both rapid and profuse,0
the combination of a high mutation rate and a horizontal gene transfer ability makes them highly adaptable and able to survive in new environments including outer space,0
they form an essential part of the planetary ecosystem,0
however some microorganisms are pathogenic and can post health risk to other organisms,0
originally aristotle divided all living things between plants which generally do not move fast enough for humans to notice and animals,0
in linnaeus system these became the kingdoms vegetabilia later plantae and animalia,0
since then it has become clear that the plantae as originally defined included several unrelated groups and the fungi and several groups of algae were removed to new kingdoms,0
however these are still often considered plants in many contexts,0
bacterial life is sometimes included in flora and some classifications use the term bacterial flora separately from plant flora,0
among the many ways of classifying plants are by regional floras which depending on the purpose of study can also include fossil flora remnants of plant life from a previous era,0
people in many regions and countries take great pride in their individual arrays of characteristic flora which can vary widely across the globe due to differences in climate and terrain,0
regional floras commonly are divided into categories such as native flora and agricultural and garden flora the lastly mentioned of which are intentionally grown and cultivated,0
some types of native flora actually have been introduced centuries ago by people migrating from one region or continent to another and become an integral part of the native or natural flora of the place to which they were introduced,0
this is an example of how human interaction with nature can blur the boundary of what is considered nature,0
another category of plant has historically been carved out for weeds,0
though the term has fallen into disfavor among botanists as a formal way to categorize useless plants the informal use of the word weeds to describe those plants that are deemed worthy of elimination is illustrative of the general tendency of people and societies to seek to alter or shape the course of nature,0
similarly animals are often categorized in ways such as domestic farm animals wild animals pests etc,0
according to their relationship to human life,0
animals as a category have several characteristics that generally set them apart from other living things,0
animals are eukaryotic and usually multicellular although see myxozoa which separates them from bacteria archaea and most protists,0
they are heterotrophic generally digesting food in an internal chamber which separates them from plants and algae,0
they are also distinguished from plants algae and fungi by lacking cell walls,0
with a few exceptionsmost notably the two phyla consisting of sponges and placozoansanimals have bodies that are differentiated into tissues,0
these include muscles which are able to contract and control locomotion and a nervous system which sends and processes signals,0
there is also typically an internal digestive chamber,0
the eukaryotic cells possessed by all animals are surrounded by a characteristic extracellular matrix composed of collagen and elastic glycoproteins,0
this may be calcified to form structures like shells bones and spicules a framework upon which cells can move about and be reorganized during development and maturation and which supports the complex anatomy required for mobility,0
although humans comprise only a minuscule proportion of the total living biomass on earth the human effect on nature is disproportionately large,0
because of the extent of human influence the boundaries between what humans regard as nature and made environments is not clear cut except at the extremes,0
even at the extremes the amount of natural environment that is free of discernible human influence is diminishing at an increasingly rapid pace,0
the development of technology by the human race has allowed the greater exploitation of natural resources and has helped to alleviate some of the risk from natural hazards,0
in spite of this progress however the fate of human civilization remains closely linked to changes in the environment,0
there exists a highly complex feedback loop between the use of advanced technology and changes to the environment that are only slowly becoming understood,0
manmade threats to the earth s natural environment include pollution deforestation and disasters such as oil spills,0
humans have contributed to the extinction of many plants and animals,0
humans employ nature for both leisure and economic activities,0
the acquisition of natural resources for industrial use remains a sizable component of the world s economic system,0
some activities such as hunting and fishing are used for both sustenance and leisure often by different people,0
agriculture was first adopted around the th millennium bce,0
ranging from food production to energy nature influences economic wealth,0
although early humans gathered uncultivated plant materials for food and employed the medicinal properties of vegetation for healing most modern human use of plants is through agriculture,0
the clearance of large tracts of land for crop growth has led to a significant reduction in the amount available of forestation and wetlands resulting in the loss of habitat for many plant and animal species as well as increased erosion,0
beauty in nature has historically been a prevalent theme in art and books filling large sections of libraries and bookstores,0
that nature has been depicted and celebrated by so much art photography poetry and other literature shows the strength with which many people associate nature and beauty,0
reasons why this association exists and what the association consists of are studied by the branch of philosophy called aesthetics,0
beyond certain basic characteristics that many philosophers agree about to explain what is seen as beautiful the opinions are virtually endless,0
nature and wildness have been important subjects in various eras of world history,0
an early tradition of landscape art began in china during the tang dynasty,0
the tradition of representing nature as it is became one of the aims of chinese painting and was a significant influence in asian art,0
although natural wonders are celebrated in the psalms and the book of job wilderness portrayals in art became more prevalent in the s especially in the works of the romantic movement,0
british artists john constable and j m w turner turned their attention to capturing the beauty of the natural world in their paintings,0
before that paintings had been primarily of religious scenes or of human beings,0
william wordsworth s poetry described the wonder of the natural world which had formerly been viewed as a threatening place,0
increasingly the valuing of nature became an aspect of western culture,0
this artistic movement also coincided with the transcendentalist movement in the western world,0
a common classical idea of beautiful art involves the word mimesis the imitation of nature,0
also in the realm of ideas about beauty in nature is that the perfect is implied through perfect mathematical forms and more generally by patterns in nature,0
as david rothenburg writes the beautiful is the root of science and the goal of art the highest possibility that humanity can ever hope to see,0
some fields of science see nature as matter in motion obeying certain laws of nature which science seeks to understand,0
for this reason the most fundamental science is generally understood to be physicsthe name for which is still recognizable as meaning that it is the study of nature,0
matter is commonly defined as the substance of which physical objects are composed,0
it constitutes the observable universe,0
the visible components of the universe are now believed to compose only percent of the total mass,0
the remainder is believed to consist of percent cold dark matter and percent dark energy,0
the exact arrangement of these components is still unknown and is under intensive investigation by physicists,0
the behaviour of matter and energy throughout the observable universe appears to follow welldefined physical laws,0
these laws have been employed to produce cosmological models that successfully explain the structure and the evolution of the universe we can observe,0
the mathematical expressions of the laws of physics employ a set of twenty physical constants that appear to be static across the observable universe,0
the values of these constants have been carefully measured but the reason for their specific values remains a mystery,0
outer space also simply called space refers to the relatively empty regions of the universe outside the atmospheres of celestial bodies,0
outer space is used to distinguish it from airspace and terrestrial locations,0
there is no discrete boundary between earth s atmosphere and space as the atmosphere gradually attenuates with increasing altitude,0
outer space within the solar system is called interplanetary space which passes over into interstellar space at what is known as the heliopause,0
outer space is sparsely filled with several dozen types of organic molecules discovered to date by microwave spectroscopy blackbody radiation left over from the big bang and the origin of the universe and cosmic rays which include ionized atomic nuclei and various subatomic particles,0
there is also some gas plasma and dust and small meteors,0
additionally there are signs of human life in outer space today such as material left over from previous manned and unmanned launches which are a potential hazard to spacecraft,0
some of this debris reenters the atmosphere periodically,0
although earth is the only body within the solar system known to support life evidence suggests that in the distant past the planet mars possessed bodies of liquid water on the surface,0
for a brief period in mars history it may have also been capable of forming life,0
at present though most of the water remaining on mars is frozen,0
if life exists at all on mars it is most likely to be located underground where liquid water can still exist,0
conditions on the other terrestrial planets mercury and venus appear to be too harsh to support life as we know it,0
but it has been conjectured that europa the fourthlargest moon of jupiter may possess a subsurface ocean of liquid water and could potentially host life,0
astronomers have started to discover extrasolar earth analogs planets that lie in the habitable zone of space surrounding a star and therefore could possibly host life as we know it,0
media organizations philosophy wikipedia wɪkɪpidiə listen wikihpeedeeə or wɪki listen wikee is a multilingual opencollaborative online encyclopedia created and maintained by a community of volunteer editors using a wikibased editing system,0
it is one of the most popular websites as ranked by alexa as of january update and the economist newspaper placed it as the thmostvisited place on the web,0
featuring no advertisements it is hosted by the wikimedia foundation an american nonprofit organization funded primarily through donations,0
wikipedia was launched on january by jimmy wales and larry sanger,0
sanger coined its name as a portmanteau of wiki and encyclopedia,0
it was initially an englishlanguage encyclopedia but versions in other languages were quickly developed,0
with million articles the english wikipedia is the largest of the wikipedia encyclopedias,0
overall wikipedia comprises more than million articles attracting billion unique visitors per month,0
wikipedia has been criticized for its uneven accuracy and for exhibiting systemic bias including gender bias with the majority of editors being male,0
editathons have been held to encourage female editors and increase the coverage of women s topics,0
in time magazine stated that the opendoor policy of allowing anyone to edit had made wikipedia the biggest and possibly the best encyclopedia in the world and was a testament to the vision of jimmy wales,0
the project s reputation improved further in the s as it increased efforts to improve its quality and reliability based on its unique structure curation and absence of commercial bias,0
in facebook and youtube announced that they would help users detect fake news by suggesting links to related wikipedia articles,0
other collaborative online encyclopedias were attempted before wikipedia but none were as successful,0
wikipedia began as a complementary project for nupedia a free online englishlanguage encyclopedia project whose articles were written by experts and reviewed under a formal process,0
it was founded on march under the ownership of bomis a web portal company,0
its main figures were bomis ceo jimmy wales and larry sanger editorinchief for nupedia and later wikipedia,0
nupedia was initially licensed under its own nupedia open content license but even before wikipedia was founded nupedia switched to the gnu free documentation license at the urging of richard stallman,0
wales is credited with defining the goal of making a publicly editable encyclopedia while sanger is credited with the strategy of using a wiki to reach that goal,0
on january sanger proposed on the nupedia mailing list to create a wiki as a feeder project for nupedia,0
the domains wikipediacom and wikipediaorg were registered on january and january respectively and wikipedia was launched on january as a single englishlanguage edition at wwwwikipediacom and announced by sanger on the nupedia mailing list,0
wikipedia s policy of neutral pointofview was codified in its first few months,0
otherwise there were relatively few rules initially and wikipedia operated independently of nupedia,0
originally bomis intended to make wikipedia a business for profit,0
wikipedia gained early contributors from nupedia slashdot postings and web search engine indexing,0
language editions were also created with a total of by the end of,0
nupedia and wikipedia coexisted until the former s servers were taken down permanently in and its text was incorporated into wikipedia,0
the english wikipedia passed the mark of two million articles on september making it the largest encyclopedia ever assembled surpassing the yongle encyclopedia made during the ming dynasty in which had held the record for almost years,0
citing fears of commercial advertising and lack of control in wikipedia users of the spanish wikipedia forked from wikipedia to create the enciclopedia libre in february,0
wales then announced that wikipedia would not display advertisements and changed wikipedia s domain from wikipediacom to wikipediaorg,0
though the english wikipedia reached three million articles in august the growth of the edition in terms of the numbers of new articles and of contributors appears to have peaked around early,0
around articles were added daily to the encyclopedia in by that average was roughly,0
a team at the palo alto research center attributed this slowing of growth to the project s increasing exclusivity and resistance to change,0
others suggest that the growth is flattening naturally because articles that could be called lowhanging fruittopics that clearly merit an articlehave already been created and built up extensively,0
in november a researcher at the rey juan carlos university in madrid found that the english wikipedia had lost editors during the first three months of in comparison the project lost only editors during the same period in,0
the wall street journal cited the array of rules applied to editing and disputes related to such content among the reasons for this trend,0
wales disputed these claims in denying the decline and questioning the methodology of the study,0
two years later in wales acknowledged the presence of a slight decline noting a decrease from a little more than writers in june to in june,0
in the same interview wales also claimed the number of editors was stable and sustainable,0
a article titled the decline of wikipedia in mit technology review questioned this claim,0
the article revealed that since wikipedia had lost a third of its volunteer editors and those still there have focused increasingly on minutiae,0
in july the atlantic reported that the number of administrators is also in decline,0
in the november issue of new york magazine katherine ward stated wikipedia the sixthmostused website is facing an internal crisis,0
in january wikipedia entered for the first time the topten list of the most popular websites in the us according to comscore networks,0
with million unique visitors wikipedia was ranked number surpassing the new york times and apple,0
this marked a significant increase over january when the rank was number with wikipedia receiving around million unique visitors,0
as of march update wikipedia has rank among websites in terms of popularity according to alexa internet,0
in it received eight billion page views every month,0
on february the new york times reported that wikipedia has billion page views and nearly million unique visitors a month according to the ratings firm comscore,0
loveland and reagle argue that in process wikipedia follows a long tradition of historical encyclopedias that accumulated improvements piecemeal through stigmergic accumulation,0
on january the english wikipedia participated in a series of coordinated protests against two proposed laws in the united states congressthe stop online piracy act sopa and the protect ip act pipaby blacking out its pages for hours,0
more than million people viewed the blackout explanation page that temporarily replaced wikipedia content,0
on january subodh varma reporting for the economic times indicated that not only had wikipedia s growth stalled it had lost nearly ten percent of its page views last year,0
there was a decline of about two billion between december and december,0
its most popular versions are leading the slide pageviews of the english wikipedia declined by twelve percent those of german version slid by percent and the japanese version lost nine percent,0
varma added that while wikipedia s managers think that this could be due to errors in counting other experts feel that google s knowledge graphs project launched last year may be gobbling up wikipedia users,0
when contacted on this matter clay shirky associate professor at new york university and fellow at harvard s berkman klein center for internet society indicated that he suspected much of the page view decline was due to knowledge graphs stating if you can get your question answered from the search page you don t need to click any further,0
by the end of december wikipedia was ranked fifth in the most popular websites globally,0
in january wikipedia an asteroid was named after wikipedia in october wikipedia was honored with the wikipedia monument and in july of the page volumes of wikipedia became available as print wikipedia,0
in april an israeli lunar lander beresheet crash landed on the surface of the moon carrying a copy of nearly all of the english wikipedia engraved on thin nickel plates experts say the plates likely survived the crash,0
in june scientists reported that all gb of article text from the english wikipedia have been encoded into synthetic dna,0
unlike traditional encyclopedias wikipedia follows the procrastination principlenote regarding the security of its content,0
it started almost entirely openanyone could create articles and any wikipedia article could be edited by any reader even those who did not have a wikipedia account,0
modifications to all articles would be published immediately,0
as a result any article could contain inaccuracies such as errors ideological biases and nonsensical or irrelevant text,0
due to the increasing popularity of wikipedia some editions including the english version have introduced editing restrictions for certain cases,0
for instance on the english wikipedia and some other language editions only registered users may create a new article,0
on the english wikipedia among others particularly controversial sensitive or vandalismprone pages have been protected to varying degrees,0
a frequently vandalized article can be semiprotected or extended confirmed protected meaning that only autoconfirmed or extended confirmed editors are able to modify it,0
a particularly contentious article may be locked so that only administrators are able to make changes,0
a article in the columbia journalism review identified wikipedia s page protection policies as perhaps the most important means at wikipedia s disposal to regulate its market of ideas,0
in certain cases all editors are allowed to submit modifications but review is required for some editors depending on certain conditions,0
for example the german wikipedia maintains stable versions of articles which have passed certain reviews,0
following protracted trials and community discussion the english wikipedia introduced the pending changes system in december,0
under this system new and unregistered users edits to certain controversial or vandalismprone articles are reviewed by established users before they are published,0
although changes are not systematically reviewed the software that powers wikipedia provides tools allowing anyone to review changes made by others,0
the history page of each article links to each revision,0
note on most articles anyone can undo others changes by clicking a link on the article s history page,0
anyone can view the latest changes to articles and anyone may maintain a watchlist of articles that interest them so they can be notified of any changes,0
new pages patrol is a process whereby newly created articles are checked for obvious problems,0
in economics phd student andrea ciffolilli argued that the low transaction costs of participating in a wiki create a catalyst for collaborative development and that features such as allowing easy access to past versions of a page favor creative construction over creative destruction,0
